word,score
batty,0.13000594
boofhead,0.12975048
abased,0.12957497
grovel,0.12895434
chavvish,0.12842672
pointlessness,0.12730168
confoundment,0.12689149
dumbassed,0.12676034
debauch,0.1260679
chivvy,0.1259724
gullible,0.12476541
perjury,0.12410446
cobra,0.12360002
schizophrenic,0.12354901
unlovely,0.12190689
fiddlefuck,0.11882117
marring,0.1181174
peddle,0.11804111
prate,0.11717282
anarchist,0.11666532
pseudointellectual,0.11604838
disgraced,0.11561946
mongolism,0.11561334
schizzy,0.11514134
impure,0.11431957
humiliate,0.11349332
lamestream,0.11326464
hammy,0.11301919
peccadillo,0.11271797
engobe,0.11211469
venom,0.11196647
vainglory,0.11153185
schizy,0.11025404
unfuck,0.10907127
afterthought,0.10894774
malcontent,0.1088373
crackerass,0.10859167
tiring,0.10854487
worrier,0.10778796
smirk,0.10760041
cockblock,0.10759882
demon,0.10719514
hellhole,0.10549698
jeer,0.10549314
disreputability,0.10540644
bumfuck,0.10512111
buffoonery,0.10446251
backstepping,0.10431043
warcraft,0.10407781
eyefuck,0.10322438
ratshit,0.10301737
finicky,0.10294668
dropwort,0.10220246
persecutor,0.10216161
spooky,0.1020389
sophomoric,0.10129933
fuckheaded,0.1005277
harrowing,0.0998056
shocker,0.099675569
immodest,0.099332466
underhand,0.099315575
perfectionistic,0.098537907
unempathetic,0.098520705
fuckless,0.09843886
profanity,0.098418148
bagsie,0.098258914
jumbled,0.098042135
haughtiness,0.097424408
xenophobic,0.097416259
fucktastic,0.096762192
fuckworthy,0.096273109
cuntlike,0.096257708
subterfuge,0.095689778
brainwash,0.094352528
thickheaded,0.094340627
mayhem,0.093983052
bumfuck,0.093885046
unfuckable,0.093335568
dickmatized,0.093303049
credulous,0.092858017
bullshitty,0.092286955
hellbox,0.092034912
clusterfuck,0.091871869
titwank,0.091819267
chummy,0.090818698
licentiousness,0.090267369
besmirch,0.089983355
shithoused,0.089233926
garish,0.089185801
menacing,0.089053666
disgust,0.088592563
minus,0.088421958
unbangable,0.08786506
fatassed,0.08786506
unshaggable,0.08786506
bollocky,0.087388535
misspell,0.086823851
vituperative,0.086553457
reserved,0.086011359
infuckingcredible,0.085988369
ravages,0.085361118
corrupted,0.085059162
bashful,0.084849984
cunty,0.084087664
shylock,0.083911522
unhygienic,0.083252272
empurpled,0.083206663
obnoxiousness,0.082478627
niggerlike,0.082395822
wankerish,0.082228466
ludicrous,0.081791848
dotty,0.081778782
chintzy,0.080213903
cumsoaked,0.078794737
ripshit,0.078776033
cumhungry,0.078741103
dickish,0.078649521
whack,0.078519805
amok,0.077773786
dodgy,0.07637744
pestilence,0.075790544
misanthropy,0.075466436
dewire,0.075031017
careless,0.074804916
scaggy,0.074789529
obsessive,0.074636365
underfucked,0.074567268
drunk,0.074481347
niggerish,0.074003175
frankenfood,0.073675422
superstition,0.073466496
sperg,0.071901606
fanfuckingtastic,0.071671378
cumthirsty,0.07092765
cackle,0.069877316
thwarter,0.069810479
niggerly,0.069581279
niggery,0.069581279
crackerbox,0.069552928
truculent,0.068599808
scowl,0.06797907
unfuckupable,0.067414519
stupidass,0.067074146
blunt,0.066887839
spergy,0.066830284
snedging,0.066316341
glower,0.065719873
flashfic,0.065618843
prostitution,0.063255762
emotionless,0.062900285
duology,0.062832961
rogue,0.062651786
turnoff,0.061555014
invective,0.060084232
biblethumping,0.05988654
submissive,0.058818609
cocking,0.058315536
feeble,0.058159723
pesthole,0.058149798
maladroit,0.05792382
unthinking,0.057832035
eggheaded,0.057790293
insanity,0.057628049
disobedient,0.057621873
deniggerize,0.0574525
patronizing,0.05737697
goshwowboyoboy,0.057254144
pestilent,0.057083459
underpart,0.056966452
homophobia,0.056227985
jacobinize,0.055922279
infest,0.0556793
assholey,0.054761694
oppressor,0.054675976
papistic,0.054520114
unsuspecting,0.05440941
ravenous,0.052766662
insolence,0.052206479
willful,0.05083067
bust,0.050439918
asshattish,0.049788473
asshatty,0.049788473
bluster,0.049728637
innuendo,0.049383169
unforgiveness,0.048851232
creepmouse,0.048827413
kiasu,0.047835025
antinigger,0.047787699
parsonish,0.047749324
splittist,0.047241606
shitcan,0.046973647
oratorize,0.046949317
fastidious,0.046140065
abysmal,0.046137711
venom,0.045101782
rave,0.045070275
woefulness,0.04504793
spartan,0.044973289
smacking,0.044657457
vitriol,0.043852701
garrulous,0.043779467
treasonable,0.043676447
impudence,0.043106957
tipsy,0.042922191
cocktease,0.042477782
loathe,0.042226376
stan,0.041947442
fallacy,0.041785753
untruthful,0.041582161
wackadoodle,0.040643471
cackler,0.040617854
brandwash,0.040514373
shitlist,0.039444095
gnawing,0.039084297
intolerant,0.038912423
bulimic,0.038619397
bork,0.037900492
tonguefuck,0.03772953
multiculti,0.037643222
niggerless,0.036948004
befogged,0.036885022
overhyped,0.0367126
grimace,0.036505279
lackadaisical,0.036339629
profane,0.036210001
unamiable,0.036196293
blistering,0.036171306
menaced,0.036044141
footfuck,0.035948438
assfuck,0.035897218
fingerfuck,0.035852839
refuck,0.035342568
phobic,0.034944814
uselessness,0.034829179
hubristic,0.034749446
avenge,0.034484357
weirdness,0.034371767
hopeless,0.034291755
flaunt,0.034288265
befuck,0.034270623
hurl,0.033863435
prying,0.033525275
spoiled,0.033245057
overweening,0.032955869
decunt,0.03241415
uncunt,0.03241415
perfidy,0.032264676
misclassify,0.032204017
iniquity,0.031405273
toffy,0.030875962
repentant,0.030355566
cuntfuck,0.030267145
mouthfuck,0.030221778
disneyfy,0.030132621
bleed,0.029280865
chug,0.029021516
unpardonable,0.028372337
niggerfied,0.028356796
imperialist,0.028248125
picky,0.027620442
wapanese,0.027559045
jackassed,0.027128519
pisslike,0.026687427
arseholic,0.026442381
skid,0.025229869
dickheaded,0.025195479
megalomania,0.025040816
shitlike,0.025028384
ludicrousness,0.025009371
outfuck,0.024228181
dictatorial,0.023924624
blowbang,0.023898326
niggerize,0.023606306
shitheaded,0.022613399
fuckish,0.022118105
fuckuva,0.0216076
execrable,0.021410266
kiasi,0.021372704
brotherfucking,0.020597161
mindfucked,0.020254901
unbefuckinglievable,0.020180752
unfaithful,0.019656402
fucktarded,0.019485213
antifag,0.019198852
politicking,0.019005359
fuckstruck,0.018914457
encunt,0.018031773
shittastic,0.01800284
predatory,0.017905233
propagandist,0.017566844
postfuck,0.017499991
shame,0.017473158
pissass,0.01725845
asstastic,0.016834479
malformed,0.016775152
choking,0.016626265
overconfident,0.016407811
assholish,0.015749575
midfuck,0.0156233
candified,0.015349915
compulsive,0.015344414
dual,0.014794204
redskin,0.014715733
gaytarded,0.01463047
wankless,0.014559022
cuntless,0.014559022
starfucking,0.014288336
craptabulous,0.014149044
crapperific,0.014149044
lackey,0.014045458
cuntal,0.013963463
shitfuck,0.013811182
bedicked,0.012986646
pridefulness,0.012617977
overfuck,0.012125426
fucksome,0.012088345
scatterbrained,0.011910141
unbelievable,0.011454829
snort,0.01120474
taunt,0.010347746
misjudgment,0.010309234
cutthroat,0.010195762
seething,0.010187953
naughtiness,0.008867976
crappify,0.0086296287
obsequious,0.0084614659
prefuck,0.0083760334
untruth,0.0081442614
rabble,0.0081226134
capricious,0.0080553499
bane,0.0078571902
defile,0.0070812123
fluff,0.006906314
cockaludicrous,0.0066422805
cahoots,0.0062309423
clitted,0.0055424162
futility,0.0050314304
sleck,0.0049161765
minus,0.0047494549
sourish,0.0041260623
rambling,0.0022609145
scorching,0.00056426093
treacherous,0.00020639443
